id,raw_description
572,"ikea poang armchair | Pre-order Now | 2,092 only | Flat Rs.5000 OFF with HDFC Card | Delivery in 3-5 Days | Up to Rs.10000 off on exchange | Sold by: FastRetail"
573,"Jabra Jabra Evolve2 65

Now Rs.21,213 (Was Rs.25,017)

Sold by: TechnoMart India

Free Installation

Flat Rs.5000 OFF with HDFC Card

Extra Rs.5000 on exchange of old device

In Stock"
574,"Mi TV 5X 55-inch (Xiaomi) * MRP: Rupees69,729 | Sale: Rupees61,891 * Buy 2 Get 1 Free on select items * Check pincode for delivery * Free Delivery * Sold by: Cloudtail India * QLED HDR10+ * Only 3 Left"
575,"Wonderchef Nutri-blend by Wonderchef * Limited Time Offer * INR20,597 * Rs.500 instant discount on IndusInd Card * Limited Stock * Same Day Delivery * Sold by: RetailNet"
576,"BOAT Bassheads 242 - Latest
Only 3 Left
4,914 only
Buy 2 Get 1 Free on select items
Sold by: SuperComNet
Flat Rs.3000 OFF with Kotak Card
EMI from Rs.999/month"
577,"SCHOLASTIC Percy Jackson Series - New Launch | Out of Stock | Now Rs 2,888 (Was Rs 9,905) | Sold by: TechnoMart India | Express Delivery Available | Buy 2 Get 1 Free on select items | Coupon: FESTIVE300 | 0% EMI on 6 months"
578,"Pigeon Healthifry Air Fryer by Pigeon

Special Price

In Stock

Special Price: Rs.22,185

Ships Tomorrow

Apply coupon FIRST500

Sold by: SuperComNet"
579,"acer swift 3
Now Rs 210,955 (Was Rs 212,549)
Flat Rs.3000 OFF with Kotak Card
Sold by: SuperComNet
16GB RAM 1TB SSD
Only 1 Left - Hurry!
Delivery in 3-5 Days
0% EMI on 6 months
Combo offer available
Limited Time Offer"
580,"Zara Wide Leg Trousers by Zara
Exchange old phone for flat Rs.8000 off
Sold by: RetailNet
Only 3 Left
INR  7,743
Special Price
Same Day Delivery"
581,"iQOO Neo 9 Pro (iQOO) | Delivery in 3-5 Days | Sold by: Cloudtail India | EMI from Rs.999/month | Rs 143,679 | 128GB Black | Notify Me"
582,"Percy Jackson Series (Scholastic)
Delivery in 2 Days
MRP: INR 3,003 | Sale: INR 2,175
Available"
583,"SONY Sony X90L 55-inch - Latest

Free Charger Included

Extra 5% off with code PREPAY

Sold by: Prime Deals India

Notify Me

4K Ultra HD

Express Delivery Available

Limited Time Offer

No Cost EMI available

Price: INR 158,174"
584,"VU Vu Premium 4K 55-inch - Best

Express Delivery Available

Full HD Smart TV

Coming Soon

Today only!

Price: INR 215,654

Combo offer available"
585,"NOTHING nothing phone 2a
128GB Black
Sold by: TechnoMart India
Check pincode for delivery
No Cost EMI available
Express Delivery Available
Only 3 Left
Sponsored
137,847 only"
586,"SONY Sony Bravia XR 65-inch - Trending
Ships in 24 Hours
Special Price: Rs 51,282
Combo offer available
Coming Soon
Sold by: RetailNet
QLED HDR10+"
587,"Nothing Phone 2 (Nothing)
Free Charger Included
Use code SAVE200 for extra Rs.200 off
128GB Black
Sold by: Appario Retail
Only 3 Left
Amazons Choice
Ships in 24 Hours
INR 31,672
Extra Rs.5000 on exchange of old device"
588,"Inspiron 15 by Dell
Special Price: INR114,583
i5 12th Gen
Extra Rs.5000 on exchange of old device
Only 2 Left!
Deal of the Day
Delivery in 2 Days
Deal of the Day"
589,"GODREJ Slimline Wardrobe - Latest | Combo offer available | Express Delivery Available | Extra 10% OFF on SBI Credit Card | Sold by: Appario Retail | In Stock | 139,328 only | Amazons Choice"
590,"MICROSOFT Xbox Wireless Controller - New Launch | Sold by: Cloudtail India | Flat Rs.5000 OFF with HDFC Card | Free Delivery | Limited Stock | Combo offer available | MRP: INR24,917 | Sale: INR17,532"
591,"Xiaomi redmi note 13 pro
256GB Graphite
Deal of the Day
Special Price: Rs87,058
Flat Rs.3000 OFF with Kotak Card
Sponsored
Free Installation
Sold by: Prime Deals India
Only 2 Left!"
592,"HARPERCOLLINS Rich Dad Poor Dad - Latest | Rs.500 instant discount on IndusInd Card | Rs. 2,916 | Apply coupon FIRST500 | Express Delivery Available | Sold by: Cocoblu Retail | Only 1 Left - Hurry!"
593,"Woodland Casual Sneakers (Woodland)
Sold by: Cocoblu Retail
Special Price: Rs.4,601
No Cost EMI available
Rs.500 instant discount on IndusInd Card
Available"
594,The 48 Laws of Power by HarperCollins | Special Price: INR 305 | Sold by: RetailNet | Coming Soon | Extra Rs.5000 on exchange of old device
595,"Pixel 8 by Google
128GB Black
Only 3 Left
Coupon: FESTIVE300
Rs 154,120
Buy 2 Get 1 Free on select items
Sold by: RetailNet
Ships in 24 Hours
Buy 2 Get 1 Free on select items
Flat Rs.3000 OFF with Kotak Card
Exchange old phone for flat Rs.8000 off"
596,"BAJAJ Bajaj Majesty RCX 28 Rice Cooker
Limited Stock
Sold by: FastRetail
Amazons Choice
Ships in 24 Hours
Rs. 5,429
Buy 2 Get 1 Free on select items"
597,"KENT Kent Maxx Water Purifier - New Launch | 7,985 only | Easy EMI: Rs.1500/month for 12 months | Delivery in 3-5 Days | Pre-order Now | Sold by: Prime Deals India | Exchange old phone for flat Rs.8000 off"
598,"LEVIS 511 Slim Jeans

Flat Rs.5000 OFF with HDFC Card

Rupees1,296

Only 2 Left!

Combo offer available

Special Price

Delivery in 3-5 Days"
599,"Regular Fit T-Shirt by H&M
Sold by: TechnoMart India
Sponsored
Coming Soon
0% EMI on 6 months
Ships Tomorrow
INR 9,736
Extra Rs.5000 on exchange of old device"
600,"Percy Jackson Series (Scholastic)

Only 1 Left - Hurry!

Price: INR 1,080

Exchange old phone for flat Rs.8000 off

Sold by: SuperComNet"
